VideoID	EmCaptions
vid10127	a boy makes noise on purpose and this annoys his brother
vid10127	a boy was very sleepy but his brother on the upper bunk kept talking to annoy him
vid10127	an indignant boy can't tolerate his noisy brother
vid10127	being disturbed  ,  the boy who is having a sound sleep becomes furious
vid10127	irritated by the big noise  ,  the boy gave his roommate a big beat
vid10127	a boy is taking violent actions to warn his brother not to disturb him
vid10127	the boy in the lower bunk flipped back and forth and blamed angrily the man on the upper bunk for being too noisy
vid10127	the boy wakes up for the sounds made by his roommate and he gets cross to throw a pillow to his roommate
vid10127	the boy was angry of being disturbed to sleep well
vid10127	the girl went crazy when her roommate disturbed her constantly
vid10127	the man is angry to the boy's bother because he still wants to sleep
vid10127	the man lying on the bed above makes the ahole bed creaking  ,  which makes another man sleeping below furious
vid10127	the boy in the upper berth was quarrelling with his roomate
vid10127	two brothers were fighting angrily at home
vid10127	a boy is angry because of the noise made by another boy
vid10127	a boy who wants to sleep asks another boy above to shut up and beats him angrily
vid10128	a boy can not sleep well because his roommate makes noise that annoys him very much
vid10128	he was still quarrelling  ,  and finally went out of patience
vid10128	his brother kept irritating him and keeping him awake
vid10128	his roommate always annoy him by making some noise  ,  which makes the boy grow increasingly angry and hit him
vid10128	irritated by the big noise  ,  the boy gave his roommate a big beat
vid10128	out of annoyance  ,  the boy beats the little one who always disturbs him
vid10128	the boy cannot stand his brother and goes above to hit him with rage
vid10128	the boy in the lower bunk couldn't stand the noise and climbed to the upper bunk and got a fight to blow out anger
vid10128	the boy is so annoyed for being awaken by another man above and he goes up to fight against him
vid10128	the boy wearing red clothes angrily gives another boy a beating for making noise
vid10128	the girl was very mad at her roomate because of the noise on purpose
vid10128	the boy is furious and can't stand his brother that he climbs to his brother's bed and attack him
vid10128	the young boy was fighting against the other boy because of his disturbed sleep
vid10128	two brothers were fighting angrily at home because one is disturbed by the other
vid10128	the boy sleeping on the below was so annoyed to the noise made by his roomate sleeping on the above
vid10128	the boy climbs up to fight against another boy above with annoyance
vid10128	the boy in the upper bunk kept disturbing the boy in the lower bunk which made the boy angry  ,  and then he went up to beat him
vid10129	a boy get angry because a man behind him teases him
vid10129	a boy tries to annoy his brother by playing music and patting him on the head
vid10129	a boy was hit by another boy  ,  however  ,  he was not annoyed
vid10129	a boy who is studying is interrupted by the boy aside him and he is enduring it angrily
vid10129	faced with the provocation of his brother  ,  the boy sulked alone
vid10129	in anger  ,  the boy shut the computer and hit his brother on the head repeatedly
vid10129	the boy ignores the other boy's aggressive actions
vid10129	the boy sit opposite to the computer is angry but still tolerates to the boy's provocation
vid10129	the boy sitting in front of the computer seems a little angry  ,  but he choose to stand it
